targa,tratta,volte
560099,2-,1
145770,20-,1
1746386,11-,1
13867651,15-,1
525,20-,1
13867653,7-,1
8675597,18-,1
1465482,2-,1
2364671,3-,1
402110,5-,1
145806,4-,1
5083071,3-,1
13867659,23-,1
13867660,5-,1
13867665,15-,1
13867668,1-,1
13867671,1-,1
579,18-,1
11022608,10-,1
11294537,11-,1
13867689,20-,1
591,15-,1
13867690,20-,1
13867691,2-,1
13867701,11-,1
276137,14-,1
13867707,4-,1
5730062,15-,1
13867709,14-,1
11022646,3-,1
13867717,17-,1
13867720,1-,1
13867721,5-,1
10739716,4-,1
145946,1-,1
13867732,27-,1
13867735,17-,1
13867738,23-,1
1465595,5-,1
13867740,18-,1
13867741,19-,1
13867742,4-,1
9477460,15-,1
13867745,18-,1
13867746,5-,1
11366355,8-,1
13867764,10-,1
13867765,14-,1
13867766,20-,1
1525592,2-,1
13867768,20-,1
8820564,15-,1
13867782,10-,1
13867783,10-,1
13867786,23-,1
709091,20-,1
13137323,20-,1
3914964,11-,1
981870,20-4-15-,1
9503590,13-,1
878978,18-13-,1
821,13-,1
2364899,4-,1
11478200,3-,1
560406,20-,1
3380744,12-,1
13867822,8-,1
13867825,3-20-,1
13867828,13-,1
13867834,15-,1
1525694,20-,1
981906,15-,1
13867839,10-,1
13867840,15-,1
7575629,5-,1
13867845,10-,1
13867849,7-,1
13867858,23-,1
13867859,12-,1
13867861,18-,1
1702286,15-,1
792892,18-,1
2415247,8-,1
3745769,3-,1
13867877,22-,1
13867882,15-,1
13867889,23-,1
276607,12-,1
13867894,19-,1
9122049,2-,1
13867899,23-,1
13867900,18-,1
13867904,23-,1
13867906,10-,1
2971601,10-,1
12271585,5-,1
9313117,23-,1
13867910,20-,1
13867914,18-,1
13867917,12-,1
13867918,20-,1
13867924,1-,1
13131126,6-,1
1146949,12-,1
13162326,14-,1
5962029,5-,1
13867934,14-,1
2103069,11-,1
11478302,19-,1
13867936,12-,1
13867939,2-,1
13867942,2-,1
10423893,6-,1
5886807,5-,1
2365077,2-,1
13867948,10-,1
13672564,17-,1
8872807,20-6-,1
276761,2-,1
3253224,2-,1
13867960,15-,1
276777,16-,1
7638090,20-,1
1106,10-,1
3323467,7-,1
402638,20-,1
1123,20-10-,1
402645,10-,1
13867980,4-,1
146407,18-,1
982141,15-,1
13867985,5-,1
13867986,23-,1
2872192,10-8-,1
13867991,16-,1
2265439,20-,1
13867995,4-,1
1702449,18-8-,1
1178,2-,1
13868004,4-,1
276893,10-,1
13868007,10-,1
13868008,5-,1
3993921,20-,1
4573801,10-,1
13868017,3-,1
13868018,12-,1
146466,10-,1
13868021,20-,1
13868026,1-,1
13868027,7-,1
13868028,8-,1
13868029,20-,1
13868031,10-,1
13868032,24-,1
13868034,23-,1
1224,11-,1
13868041,14-,1
6581104,16-,1
10857063,13-,1
13868042,3-,1
7909330,15-,1
13868043,11-,1
8096923,18-,1
2415530,18-,1
276995,20-4-,1
13868055,4-,1
13868059,4-,1
11824653,23-,1
13868060,11-,1
13868062,5-,1
7007088,16-,1
2793331,4-,1
11191424,8-,1
641428,23-,1
5536829,10-,1
560887,20-,1
560888,22-,1
560889,2-16-,1
560893,15-,1
13868070,18-,1
146547,1-12-20-2-16-,1
13868071,1-,1
2633405,12-,1
3373267,10-,1
146564,1-,1
793324,20-,1
3381218,13-,1
1313,8-,1
13868078,1-,1
146573,4-,1
13868080,6-,1
2365308,23-,1
8580450,20-4-,1
13868085,16-,1
1330,2-,1
11107117,11-,1
13868088,5-,1
1702563,8-,1
3500936,16-,1
2872339,1-4-,1
2872340,22-,1
1466148,23-,1
3423087,11-,1
2415636,3-,1
1147290,5-,1
1747213,5-,1
13868103,8-,1
13868104,7-,1
146631,23-,1
1147307,7-,1
13868107,12-,1
13868111,4-,1
1466180,20-,1
13868113,19-,1
3500981,22-14-,1
13868117,5-,1
146666,10-,1
1147340,15-,1
13868122,19-,1
1147342,1-,1
146685,18-,1
13868127,2-,1
402942,4-,1
13795768,16-,1
402948,10-,1
2941890,10-,1
146711,8-,1
13868132,27-,1
13868133,20-,1
13868135,3-,1
3011552,4-,1
2027888,17-,1
402974,27-,1
13868138,10-,1
2365442,16-,1
13868144,23-,1
13868148,16-,1
3011581,14-,1
13868156,15-,1
1147429,15-,1
13868160,23-,1
13868162,5-,1
13868167,10-,1
1702681,4-,1
13868171,23-,1
2265788,15-8-,1
2265795,5-,1
146778,4-,1
13868177,12-,1
13617993,19-,1
403058,18-,1
13868182,10-,1
2549984,8-,1
13868190,3-,1
6447865,10-,1
1557,18-,1
146816,18-8-,1
13868195,18-,1
5682389,3-,1
403089,20-,1
7055837,20-,1
13868204,19-,1
13868205,10-,1
403115,20-,1
709972,2-,1
13868215,1-,1
5637653,5-14-,1
5142481,14-,1
10150623,16-,1
11023422,20-2-,1
9620155,5-16-,1
1620,19-20-,1
1646588,23-,1
1811552,4-,1
3223333,19-4-,1
146883,23-,1
403155,5-,1
5637676,18-23-,1
493476,19-16-,1
146903,8-,1
5588830,5-,1
13868233,22-,1
13868234,1-,1
2714439,14-,1
2793621,14-19-,1
13868237,18-,1
13868238,18-,1
13868243,1-,1
1811600,24-,1
13868244,23-,1
13868246,24-,1
13868247,15-,1
13868248,16-,1
11478670,16-,1
2028099,14-,1
1692,23-,1
13868251,10-,1
12850428,27-14-,1
2265960,10-,1
9945039,10-,1
8214380,10-18-,1
982621,18-,1
13868252,18-,1
879962,10-,1
9879358,17-,1
13868254,5-,1
1702,20-,1
13868258,7-,1
879984,15-,1
561289,4-,1
1309683,2-16-,1
1382223,5-,1
1049702,4-,1
641781,18-,1
11342561,10-18-,1
13868264,1-,1
13868265,16-,1
13868266,20-,1
7909710,20-,1
13323028,11-19-16-,1
13868278,15-,1
13868280,22-,1
13323038,2-16-,1
13868283,20-,1
13868284,13-,1
13868285,16-,1
1766,1-,1
793795,2-16-,1
13868294,7-,1
13868295,3-,1
793799,20-,1
10740135,27-,1
13868297,10-,1
11478738,27-,1
13868303,23-,1
13868308,14-,1
6501429,5-,1
793830,1-,1
3169798,5-,1
13868312,12-,1
4635647,5-,1
403365,10-,1
13868316,12-,1
13868320,8-,1
982771,20-,1
13868329,7-,1
13868330,10-,1
13868333,3-,1
1581884,7-,1
5537250,15-,1
3011930,4-,1
13868342,19-,1
2416061,17-,1
13868345,15-,1
13868347,17-,1
2714642,10-,1
13868352,5-,1
13868353,10-,1
277836,2-,1
1646836,13-,1
1702912,27-,1
1526589,4-,1
13868360,15-,1
561451,4-,1
11107443,22-,1
13868373,4-,1
13868378,10-,1
13868382,10-,1
13868384,23-,1
1933,18-,1
1147924,2-,1
13868394,22-,1
13868402,14-,1
277990,18-,1
13868419,24-,1
642043,15-,1
13868432,5-,1
13868433,15-,1
6474610,7-,1
13435097,1-,1
13868437,2-,1
13868438,5-,1
13868442,5-,1
6534141,10-,1
13868443,19-,1
5030008,5-,1
1646976,23-,1
13868450,12-,1
12444415,22-,1
642104,16-,1
13868458,16-,1
13868461,27-,1
13868463,23-,1
13868468,19-,1
13868470,2-,1
13868472,7-,1
13868481,20-,1
13868482,5-,1
13868485,20-,1
13868486,14-,1
13868487,10-,1
13868491,23-,1
13868492,1-,1
2416262,6-,1
13868501,2-,1
13868505,13-,1
13868507,20-,1
13868508,16-,1
2416272,16-,1
13868509,22-,1
13868511,2-,1
11084194,3-,1
13525693,5-,1
13868519,18-,1
13868530,3-,1
2320229,2-,1
6820473,4-,1
278220,16-,1
13868547,16-,1
13868548,12-,1
13868552,20-,1
880540,23-14-,1
13868553,4-,1
13868556,2-,1
2502419,15-,1
13673272,15-,1
13868561,23-,1
13868562,10-,1
642257,17-,1
13868564,8-,1
3315533,10-,1
13868568,10-,1
11084226,23-,1
2972593,12-,1
561763,15-,1
794276,5-,1
12272264,5-,1
13868579,16-,1
13868581,22-,1
403792,18-,1
13868585,17-,1
13868588,5-,1
13868591,12-,1
13868594,16-,1
13868596,20-,1
13868597,2-,1
13868598,1-,1
2266369,5-,1
13868599,4-,1
13868600,18-,1
13868601,10-,1
6248479,13-,1
13868607,1-,1
1703207,12-,1
561829,23-,1
1647202,8-,1
403848,8-,1
13868610,1-,1
13868611,10-15-,1
1467005,23-,1
1467006,14-,1
13868614,13-,1
13868615,16-,1
13868618,10-,1
13868619,10-,1
278403,7-,1
13868621,18-,1
1049906,5-,1
13868623,18-,1
794373,15-,1
403874,20-,1
2344,5-,1
2266425,4-,1
403889,3-13-,1
13868630,3-,1
13868631,8-,1
642385,15-5-,1
13868632,2-,1
2794051,24-,1
561879,23-,1
278461,18-,1
13868635,22-,1
13868636,23-,1
13868637,7-,1
147680,7-,1
2397,19-20-,1
403930,4-,1
403933,15-,1
147687,1-,1
2411,13-,1
2426,11-18-,1
2427,27-,1
2148351,10-3-,1
1980196,4-,1
2714985,15-8-3-,1
13868649,10-,1
13868651,22-,1
147721,23-,1
13868655,23-,1
13868657,5-,1
4211017,7-,1
2502570,18-,1
278532,10-,1
3370949,8-,1
403985,16-,1
13868665,3-,1
13868667,5-,1
2459,5-,1
11394664,15-3-,1
13868671,16-,1
5683199,27-,1
5356796,1-2-,1
642480,3-,1
794498,18-15-,1
13868680,8-3-,1
13868681,15-,1
13868685,18-,1
13868686,8-,1
13868687,10-,1
13868690,22-,1
2028898,3-,1
710854,3-,1
562007,2-,1
794545,12-,1
10823271,12-,1
4135910,13-,1
642530,5-3-,1
12919038,18-,1
2522,1-,1
13868692,16-,1
13868694,15-,1
2585779,18-,1
10073756,20-,1
2552,7-5-,1
147921,11-,1
7576903,4-,1
8383343,1-,1
7910341,8-,1
13868713,2-,1
13868719,12-,1
13868721,5-,1
13868723,18-23-15-,1
13868726,20-,1
13868731,20-,1
10915110,19-,1
13762581,5-,1
2502678,16-,1
13868733,12-,1
2650,12-,1
13868735,16-3-,1
13868748,23-,1
13868750,4-,1
13868751,11-8-13-,1
13868756,22-,1
13868758,2-16-,1
13868759,22-,1
13868762,13-,1
2908108,2-,1
11922203,1-,1
13868764,5-,1
12386605,20-,1
404177,4-,1
13868772,22-,1
13868773,15-,1
13868774,10-,1
12123313,5-,1
794693,15-,1
13868775,22-,1
13868777,27-,1
13868778,15-,1
2873161,10-,1
11132560,20-,1
11320467,12-,1
13868787,23-,1
13868789,5-,1
13868794,2-,1
13868796,24-,1
711045,4-,1
13706837,2-,1
2759,23-5-,1
3994921,19-,1
3994923,18-,1
13868798,11-,1
642720,11-,1
642722,10-13-,1
13868801,24-,1
13868805,5-,1
13868810,13-,1
2416610,8-3-,1
8383636,12-16-,1
9123303,22-,1
13673586,15-,1
13868818,14-,1
13868819,1-,1
13868820,23-,1
13868826,8-,1
13868827,10-,1
13868828,2-,1
2838,5-,1
278963,8-,1
13868834,1-,1
7369912,4-,1
13868837,19-,1
12726291,10-3-,1
13868851,18-,1
13868856,1-,1
279024,18-,1
13868862,12-,1
13868863,15-,1
2908,2-,1
4879611,13-,1
13868885,22-,1
13868890,5-,1
13868892,10-,1
13868893,1-,1
13868894,10-,1
13868895,1-,1
13868896,18-,1
13868900,15-,1
13868901,14-,1
13868906,18-,1
2320576,2-,1
13868911,14-,1
13868912,15-,1
13868915,12-,1
1647714,14-,1
3382535,12-,1
13868921,19-,1
13868924,16-,1
13868925,22-,1
13868926,8-,1
5841418,12-,1
13868935,13-,1
9580365,10-,1
13868937,18-,1
2970,8-,1
13868948,8-,1
12505593,16-,1
13868950,20-,1
711301,19-,1
1812733,15-,1
13868958,15-,1
1149056,3-,1
13868977,5-,1
881453,3-,1
13868982,16-,1
13868985,15-,1
148454,14-,1
13868990,15-,1
13868991,18-,1
13868994,5-,1
13869002,8-,1
13869005,3-,1
13869006,16-,1
13869012,14-,1
13869013,18-,1
13869017,2-,1
13869020,10-,1
13869038,5-,1
13869040,13-,1
13869044,23-,1
7072751,11-,1
13869052,4-,1
13869053,24-,1
279356,10-,1
13869059,7-,1
13869061,5-,1
13869070,22-,1
13869071,4-,1
13869075,22-,1
13869076,2-,1
13869077,15-,1
13869078,23-,1
13869080,8-,1
8215667,27-,1
4136638,18-,1
9687543,10-,1
13869088,2-,1
3424639,20-16-,1
3319546,18-,1
3202,15-3-23-,1
13869104,12-,1
3204,12-1-,1
3207,18-,1
3211,5-18-23-4-23-,1
3213,5-,1
3214,18-,1
3218,12-,1
148652,17-,1
148660,14-,1
148665,20-,1
1310658,2-,1
4211794,18-,1
13869110,22-,1
148682,15-,1
279498,12-,1
148684,1-,1
3371149,18-,1
13869116,7-,1
9804070,24-,1
2503183,27-,1
3271,27-,1
3273,7-5-,1
711579,1-,1
13869119,18-,1
13869121,2-,1
983982,20-,1
2908476,2-,1
8036508,18-,1
11503504,14-,1
13869123,19-,1
13869133,18-,1
404799,1-20-,1
1703810,11-,1
1149343,19-,1
3307,12-,1
1527654,2-,1
148724,12-,1
562646,15-,1
3326,14-,1
148738,18-,1
3328,18-18-,1
3329,2-12-2-15-,1
1149360,12-,1
3330,1-,1
3337,1-,1
148748,16-2-,1
3339,18-,1
148751,14-15-18-,1
3345,4-5-20-,1
881749,23-,1
3346,18-18-,1
148752,8-,1
148753,2-,1
279644,10-,1
404834,7-,1
3351,2-,1
3352,2-16-12-12-15-1-,1
3353,10-,1
404837,5-,1
3354,20-10-,1
3357,20-,1
3358,5-,1
3360,18-,1
3361,7-18-,1
3362,10-,1
3363,2-4-16-4-4-16-16-5-1-16-18-16-5-,1
3365,4-,1
1467859,4-,1
13869141,16-,1
3367,24-,1
643213,2-,1
3380,2-,1
148770,15-,1
3383,20-,1
10556986,20-,1
148771,16-,1
3391,6-,1
3396,2-19-7-10-,1
279670,18-,1
13869144,27-,1
3408,8-,1
13869147,12-,1
13869149,1-,1
984048,2-,1
2586345,14-,1
3429,20-,1
3430,24-2-,1
3433,12-,1
3435,14-,1
3436,16-23-,1
3440,10-,1
148813,8-,1
3453,6-,1
643261,13-,1
3463,6-,1
3254687,24-,1
3467,18-7-,1
13869165,8-,1
13869175,2-,1
148859,23-,1
13869180,8-,1
404941,18-,1
3424778,15-,1
1149470,16-,1
13869183,22-,1
5765489,10-,1
404956,5-,1
3510,20-4-,1
2756279,16-,1
13869190,19-,1
6144988,10-,1
279809,20-,1
5303359,5-,1
13869209,14-,1
13869211,20-,1
13869219,4-,1
9389273,10-,1
405035,27-,1
13869222,8-,1
148955,10-,1
13869225,16-,1
13869228,8-,1
2030067,3-,1
13869230,5-,1
13869231,2-,1
405068,10-,1
984197,15-,1
3613,14-,1
148995,14-,1
3624,14-,1
2973464,24-,1
13869238,19-,1
11575056,14-,1
13869241,27-,1
13869245,23-,1
13869246,3-,1
10604188,16-,1
13869252,24-,1
13869254,18-,1
1527857,1-,1
13869258,4-,1
13869260,20-,1
13869261,1-,1
279983,20-,1
13869268,11-,1
13869274,16-,1
13869278,19-,1
13869281,1-,1
10947133,4-,1
13869282,27-,1
13869283,22-,1
2267150,16-,1
643429,20-4-,1
1749455,10-,1
13869302,16-,1
13869306,18-,1
13869307,22-,1
13869308,12-,1
4212119,16-,1
13869311,23-,1
5357644,20-,1
2030221,4-,1
3917177,11-,1
149149,16-,1
4273972,20-,1
13869332,20-,1
984349,10-,1
13869336,12-,1
13869339,12-,1
13869341,10-14-,1
13869342,10-,1
13869345,11-,1
2831835,2-,1
13869347,10-,1
6031032,18-,1
13869350,4-,1
13869353,5-,1
13869358,22-,1
149217,4-,1
2267229,12-2-,1
13869361,2-,1
1233614,8-,1
563017,22-,1
643529,22-,1
149254,22-,1
1149828,10-,1
280219,4-,1
149260,22-,1
2715731,22-,1
11747523,27-,1
149278,23-10-,1
5638875,20-,1
13869375,23-,1
13869380,1-,1
13829678,16-,1
13436197,15-,1
13869387,4-,1
13869390,22-,1
13869393,16-,1
5638901,13-,1
405305,2-,1
13869398,23-,1
9164312,12-,1
13869400,7-,1
643580,4-,1
1383783,12-,1
3908,1-12-,1
13869401,10-,1
5684377,5-,1
13869403,7-,1
280309,16-,1
13869406,16-,1
7911564,2-,1
13869409,4-,1
4920795,1-,1
3135912,13-,1
882352,4-,1
13869417,16-,1
13869418,2-,1
8631758,18-,1
13869424,2-,1
5191879,2-,1
13869427,8-,1
11058361,14-,1
4274132,5-,1
1528069,1-,1
1648498,16-,1
2756488,2-,1
1528080,2-4-,1
796001,6-,1
13869438,1-,1
1050601,1-,1
8331316,22-,1
13869444,15-,1
2464097,5-,1
13869448,8-,1
6582732,13-,1
11160811,4-,1
1704168,12-,1
13869452,15-,1
12684855,23-,1
12684471,8-,1
12684947,10-,1
3748038,18-13-,1
149462,16-,1
3383296,15-,1
10425725,5-,1
10425726,10-,1
13869455,14-,1
8823001,15-,1
3995673,15-,1
3321091,12-20-4-,1
405426,15-,1
5925984,20-,1
1383912,22-,1
2756510,4-,1
149500,27-10-23-,1
280454,12-,1
2367124,22-,1
1311123,22-12-,1
882489,22-4-,1
2942424,22-,1
563202,22-,1
1383939,12-16-,1
563208,4-,1
149555,20-,1
149558,18-,1
3013465,12-4-,1
2635374,19-2-,1
1749733,18-,1
13869466,22-,1
13869467,22-,1
13869468,5-,1
1311142,2-,1
2681012,1-,1
2367138,2-,1
149583,20-,1
563218,13-,1
1582856,22-,1
5765916,8-,1
13869480,5-,1
13869482,15-,1
13869483,2-,1
13869491,12-,1
13869496,22-,1
1383975,10-,1
11320733,5-,1
5926016,1-,1
13869502,4-,1
4137438,15-,1
13869508,11-,1
13869509,22-,1
11320739,11-,1
1582922,14-,1
13869512,1-,1
13869513,19-,1
563279,1-,1
149682,10-,1
10885779,12-,1
13869523,10-,1
13869525,10-,1
13869526,22-,1
13869532,23-,1
13603453,16-,1
10740970,5-,1
13869539,1-20-,1
13869542,23-,1
1233899,2-,1
149735,11-,1
13869546,23-,1
280628,19-,1
3255086,5-,1
796246,23-14-,1
563327,16-,1
13869550,4-,1
149746,14-,1
643705,15-,1
796260,14-,1
643711,18-,1
405536,15-,1
1749855,10-,1
3013547,15-,1
643727,6-,1
712375,4-,1
2503782,20-,1
13869565,23-,1
13869566,5-,1
1704267,15-,1
13869569,15-,1
1468458,10-,1
9714795,18-,1
2715969,23-,1
2715970,5-,1
11479919,24-,1
11479920,18-,1
796291,24-,1
563381,15-,1
3995855,8-,1
712394,15-,1
1468472,4-,1
796304,10-,1
796305,5-,1
563396,14-20-16-,1
563397,13-,1
882752,13-,1
11320803,2-,1
2267472,11-,1
13639452,14-,1
13869585,14-,1
13869589,8-,1
13869591,15-,1
13869596,17-,1
13869600,27-,1
13707791,1-,1
13869607,14-,1
13869609,11-,1
13869614,14-,1
12039209,14-,1
563458,1-2-,1
563460,16-,1
3606368,20-,1
4367120,12-,1
149892,12-,1
149893,4-,1
5926106,22-,1
3748391,20-,1
1749967,16-,1
6727372,16-,1
3748402,1-,1
3748403,22-,1
2756655,2-,1
3013633,16-,1
2550941,16-,1
2716033,22-,1
796416,20-,1
563484,8-13-,1
2367285,1-12-2-16-,1
149984,2-,1
13869618,8-,1
563490,22-,1
1749975,12-,1
563495,20-,1
13869619,1-,1
12919781,12-,1
4137716,12-,1
7971689,18-,1
7971690,2-,1
13869620,10-,1
1866239,15-,1
13869622,8-,1
3844966,15-,1
1528320,20-,1
1916616,2-,1
13869624,2-,1
5144175,15-,1
6664900,4-,1
984717,23-,1
13869639,6-,1
13869642,8-,1
796471,19-,1
796482,20-,1
11954910,10-,1
13869655,1-,1
13869656,2-,1
4394,1-2-,1
13869659,20-,1
13869660,12-,1
2716077,12-,1
13869661,19-,1
13869663,22-14-,1
13869669,14-,1
1648791,15-13-,1
494072,20-,1
2321217,15-5-,1
5766105,16-,1
9124410,20-,1
1916704,2-,1
150122,22-,1
150124,4-,1
2716102,10-,1
563577,2-,1
2104703,4-,1
150131,1-,1
1150272,5-,1
563589,2-4-,1
563592,12-,1
1311494,20-,1
8921149,23-,1
13869681,23-,1
13869684,22-,1
2321237,12-,1
13869691,8-,1
13869692,1-,1
13869699,10-,1
13869700,10-,1
13869707,11-,1
2503940,10-,1
13869709,2-,1
11025312,22-,1
4510,4-,1
3098984,11-,1
1648861,5-,1
8632117,2-,1
13869713,15-,1
13869714,10-,1
13869716,12-,1
13869722,3-,1
13869724,23-,1
13869733,16-,1
13869738,23-,1
13869752,10-,1
13869755,4-,1
13869756,14-,1
13869762,16-,1
6321840,2-,1
4972259,2-,1
3383655,13-,1
13869769,20-,1
13869772,6-,1
10886074,18-,1
13869775,20-,1
10854724,1-12-,1
2504048,27-,1
4494813,8-,1
13869777,16-,1
13869781,2-,1
281240,16-,1
13869782,17-,1
13869784,23-,1
13869785,5-,1
281243,10-,1
13869787,10-,1
7578693,7-,1
13869792,12-,1
13869794,2-,1
281259,12-,1
13869797,22-,1
13869800,15-,1
13869802,10-15-,1
13869803,16-4-,1
13869806,20-,1
13869808,22-,1
13869814,10-,1
13869815,4-,1
13869819,11-,1
13869825,8-,1
13869826,1-,1
1528539,10-,1
1384639,16-,1
13869828,18-,1
13869833,23-,1
563823,22-,1
1704570,18-,1
13869838,1-,1
13869839,14-,1
13869845,20-,1
13869854,1-,1
13869855,1-,1
13869857,22-,1
13869858,18-,1
883373,16-,1
4716,20-,1
150439,16-5-,1
13869863,5-,1
13869867,16-,1
494215,12-,1
405972,15-,1
644090,20-,1
2267756,5-8-,1
150457,12-20-,1
2031254,12-,1
11058731,4-,1
563879,16-,1
1384799,2-,1
3013941,12-,1
13869874,23-,1
13869879,4-,1
4738,5-,1
13869880,10-,1
1649087,10-,1
13869883,1-,1
13869885,19-,1
13869888,10-,1
13869890,6-,1
13869895,10-,1
13869898,10-18-,1
281475,4-,1
13869900,8-,1
13869905,8-,1
13869908,8-,1
406035,12-2-,1
712942,20-2-,1
13869920,16-,1
13869922,1-,1
3918354,5-,1
11418320,12-,1
11418321,2-4-,1
2587248,4-,1
7096402,23-,1
3321529,1-,1
13869930,20-,1
7429023,19-1-14-,1
644195,2-,1
5539433,20-,1
13869934,4-,1
13869937,15-,1
11321113,8-,1
11395585,10-,1
3099255,6-,1
644214,27-,1
13611347,5-,1
13869943,5-,1
2367774,16-,1
9860752,12-,1
13869946,24-,1
13869948,2-,1
883560,20-,1
13869957,10-,1
13869958,11-,1
13869960,1-,1
13869961,23-,1
4894,19-,1
13869964,20-,1
7972459,15-,1
13869968,18-5-,1
4922,23-,1
13869970,5-,1
4927,27-,1
2635897,15-,1
4368484,4-,1
4368509,16-,1
13869987,12-,1
2367815,5-,1
2367816,13-,1
281742,1-20-16-,1
494316,1-2-,1
4698466,8-,1
150766,1-12-2-,1
281757,12-20-2-16-,1
1051561,2-,1
150779,15-,1
13869994,4-,1
564132,12-,1
564133,12-,1
2587371,16-,1
6476117,20-,1
13869999,20-16-,1
7579211,16-,1
13870001,23-,1
13870004,18-,1
2267929,4-,1
13870007,19-,1
13870009,16-,1
1312009,20-,1
13870013,20-,1
13870014,2-,1
11442050,23-,1
13870019,23-,1
13870021,22-,1
985278,10-,1
13870024,19-20-16-,1
13870025,2-,1
13870028,16-,1
13870030,16-,1
13870033,1-,1
13870035,23-,1
13870041,5-,1
13870046,12-,1
13870047,1-,1
13870048,24-,1
564180,19-,1
4368868,5-,1
13870051,23-,1
13870052,27-,1
797151,27-,1
13870054,7-,1
6764541,23-,1
5480365,12-,1
11321210,15-,1
13870056,3-,1
2367891,2-,1
13870063,20-,1
10580043,1-,1
13870067,10-,1
13870068,10-,1
13870069,15-,1
7064910,1-,1
13870070,18-,1
11243364,20-,1
985325,18-,1
13870073,12-,1
13870074,23-,1
13870075,18-,1
13870079,8-,1
6794138,22-,1
13870082,18-,1
13870083,10-,1
13870085,1-2-,1
13870087,22-,1
10838293,20-,1
13870091,1-,1
11668369,8-,1
13870093,4-,1
11321247,19-,1
2832770,16-,1
3845864,22-1-,1
564276,4-,1
11258748,16-,1
150966,14-,1
564288,20-,1
10916429,16-,1
10353401,20-,1
11025777,11-,1
13870103,3-,1
13870104,13-,1
10916443,11-20-,1
13870108,1-,1
4698753,12-,1
13870109,14-,1
2231865,1-,1
13674958,14-,1
5997032,14-,1
13708985,22-14-,1
10852486,4-,1
13870116,15-,1
13870119,10-,1
5253,8-,1
13870123,13-,1
13870129,12-,1
10916471,13-,1
2231889,22-,1
6794173,12-,1
3918874,8-,1
5843036,16-,1
13870132,22-,1
151087,10-,1
564361,2-,1
13870136,12-,1
564363,2-,1
1649463,18-,1
8632657,1-,1
151101,16-,1
13870142,2-,1
2504436,15-,1
6665374,10-,1
13830827,16-,1
151125,10-,1
13870148,2-,1
1529025,15-5-,1
13870149,18-,1
13870154,2-,1
13870156,22-,1
1469435,1-16-,1
5338,16-,1
13870157,18-,1
13326732,12-,1
13870162,17-,1
5346,15-,1
5350,12-16-,1
151160,20-,1
1385562,14-,1
644496,16-,1
644497,12-,1
564430,16-,1
5539822,13-,1
564431,12-,1
564432,4-,1
13870170,19-,1
10916509,20-,1
13870171,12-2-,1
13870172,20-2-4-,1
151179,5-,1
2874565,10-,1
644506,14-,1
282204,23-,1
282205,8-,1
3426626,5-,1
2795814,12-,1
406617,23-,1
406620,5-,1
406621,23-,1
406627,23-,1
282219,5-,1
2636114,18-5-,1
282220,8-,1
797421,15-,1
13870177,3-,1
884142,18-,1
644514,11-,1
13870181,4-,1
13870186,20-,1
13870188,3-,1
13870192,14-,1
13870193,12-,1
985512,23-,1
2368052,18-,1
13870198,23-,1
2105486,20-,1
13870200,17-,1
2757254,18-,1
10824206,13-,1
282270,12-,1
151248,3-,1
13870205,27-,1
1151216,10-,1
13870207,12-,1
884205,5-,1
13870214,22-,1
