targa,tratta,volte
8531174,22-,1
8531176,19-,1
8531178,3-,1
8531203,18-23-,1
8531204,8-,1
3203157,2-,1
8531210,23-,1
8531212,17-,1
8531213,8-,1
8531215,11-,1
3383514,9-,1
1528372,4-,1
8531218,11-16-,1
4968814,2-,1
8531222,12-,1
1866287,10-,1
8216621,9-,1
8531224,9-10-,1
8531228,4-,1
796534,18-,1
150131,9-,1
563585,10-,1
1234128,14-,1
281007,10-,1
563592,9-,1
3136187,3-,1
8531237,18-,1
8531239,25-,1
8531254,2-,1
8531263,16-,1
8531275,25-,1
6821723,25-,1
8531281,22-,1
8531285,20-,1
8531304,23-,1
8531331,14-,1
8531332,19-,1
8531334,10-,1
8531339,14-,1
8531345,10-,1
8531355,10-,1
2504031,13-,1
5539188,1-,1
1981502,3-,1
2942680,10-8-,1
8531386,17-,1
8531389,17-,1
8531410,20-,1
8271152,10-,1
8531411,16-,1
8531413,8-,1
4637756,13-,1
8531420,22-,1
7641098,19-,1
8531428,14-,1
8385287,25-,1
8216882,9-,1
8531440,1-,1
7578800,9-,1
8531453,16-,1
8531459,11-,1
8531461,11-,1
8531473,23-,1
281354,8-,1
8531477,11-,1
8531482,5-,1
8531488,12-,1
8531489,5-,1
8531491,2-,1
8531495,22-,1
8531497,19-,1
8531503,19-,1
8531505,10-,1
281379,8-,1
8531511,22-,1
8531514,14-,1
8531515,8-,1
8531519,16-,1
150451,8-,1
2942739,23-,1
2909258,5-,1
3345389,20-4-,1
8531523,23-,1
150466,13-,1
4698197,5-,1
1583429,5-,1
8531538,25-,1
8531542,23-,1
8531546,4-,1
8531548,8-,1
8531552,22-,1
8531560,9-,1
8531563,1-,1
8531574,23-,1
2105004,2-16-,1
8531579,8-,1
8531580,5-,1
8531581,16-,1
8531586,16-,1
8531593,8-,1
8531595,9-,1
8531597,5-,1
8531599,12-,1
150568,5-,1
8531602,5-,1
1311852,16-,1
8531607,23-,1
8531608,8-,1
8531611,10-18-5-,1
8531614,11-,1
8165038,16-,1
8531616,22-,1
3224525,9-,1
8531620,9-,1
8531621,8-3-,1
8531622,2-,1
8100557,5-,1
8531634,11-,1
8531645,16-,1
8531652,8-,1
8271470,11-20-,1
7579051,25-,1
8476555,25-,1
5842881,25-,1
8531663,10-,1
7500108,11-25-,1
8531668,18-16-,1
8531670,5-,1
8531672,3-,1
8531674,14-,1
8531676,2-,1
8531677,20-,1
8531679,12-,1
8385664,10-,1
8531691,10-,1
8531694,11-,1
8531702,23-,1
8385704,18-14-,1
8531706,19-,1
8271524,16-,1
8531718,2-,1
3383969,5-,1
8531730,20-,1
3504423,8-,1
4951,13-,1
2464519,9-,1
8531748,19-,1
883718,23-5-,1
1051558,5-,1
4213360,25-,1
8038135,10-,1
6503283,16-,1
6363066,18-,1
1051569,3-,1
150793,9-5-,1
8217198,9-,1
8531765,13-,1
8531780,14-,1
8531786,4-,1
8531788,23-,1
8165304,25-,1
8531797,23-,1
8531803,23-,1
8531814,13-,1
8531823,8-,1
5050,19-,1
8531836,23-,1
5963647,9-,1
8531844,4-,1
8531848,2-,1
7579289,16-,1
8531853,8-,1
8476833,11-,1
7500390,2-,1
8531860,16-,1
8531862,10-,1
3749501,25-,1
8385970,5-,1
7912857,11-25-,1
2909432,5-,1
6764553,18-,1
281897,13-,1
8531894,20-,1
8531895,20-,1
8531898,10-,1
3099356,8-,1
8531901,20-,1
8531908,2-,1
8531918,23-,1
8531919,25-,1
4972875,25-,1
8531923,18-,1
8531925,11-,1
8531926,11-,1
494469,5-,1
8531943,5-14-,1
3749582,10-,1
8531951,5-,1
8531960,5-,1
8531964,11-,1
8531967,18-,1
8531971,14-,1
5170,11-,1
1051851,10-,1
8531979,23-,1
8531981,14-,1
8531992,14-,1
8531993,5-,1
6270856,20-,1
8531995,5-,1
5359128,8-,1
8386085,12-,1
8532005,25-,1
8532011,14-,1
5144906,18-,1
282071,1-,1
3504941,5-,1
1051981,5-,1
3996881,8-,1
1469390,10-23-,1
1051986,9-10-,1
8532028,25-20-,1
8217369,2-,1
1529007,13-,1
3608364,3-,1
8532030,3-,1
564361,3-,1
7820696,13-,1
713399,18-,1
8101039,22-,1
2464660,8-,1
8532041,13-,1
1052021,23-,1
406558,1-,1
8532044,1-2-,1
8532048,4-,1
8532053,3-,1
2974483,8-,1
8532062,2-,1
8532076,20-,1
8532079,16-,1
5361,10-,1
8217409,10-,1
151190,10-,1
8532091,10-,1
7500666,13-,1
8532105,8-,1
8532107,25-,1
1234984,23-,1
8532110,11-,1
6213800,20-,1
6213802,2-,1
8532116,23-,1
8532120,19-,1
8532141,23-,1
8532147,11-,1
8532151,16-4-,1
8532157,4-,1
8532158,19-25-,1
8532161,1-,1
8532165,11-,1
8532168,10-,1
1235072,23-,1
8532174,8-,1
8532175,5-,1
8532180,18-,1
8532187,1-,1
406744,14-,1
5087101,5-,1
8217544,18-,1
8532195,19-,1
8532201,10-,1
2943067,20-,1
8386419,23-,1
5577,14-,1
8532215,14-,1
8532218,8-,1
8532231,20-16-,1
8532252,5-,1
8532257,10-,1
8532258,19-,1
8532259,4-,1
8532267,3-,1
7579683,11-,1
8532270,20-,1
8532271,10-,1
8165887,11-,1
8532281,16-,1
8532288,3-,1
8532289,10-18-,1
8532296,4-,1
8532298,11-,1
3609213,14-,1
8217628,23-,1
3324560,18-,1
151492,8-,1
151493,9-,1
8532333,22-,1
8532337,13-,1
8386597,5-,1
282561,9-,1
8532346,23-,1
8532349,23-,1
8477372,20-,1
8532353,3-,1
8532354,18-,1
8532356,11-,1
8532358,20-,1
8217670,13-,1
8532362,2-,1
8532374,8-,1
8532382,14-,1
8532387,14-,1
8532392,25-4-,1
7913385,14-,1
8532406,18-,1
8532407,19-,1
884499,9-,1
1918058,4-,1
8532414,5-,1
8532415,25-,1
8532422,2-16-,1
8532434,2-,1
8532440,25-,1
8532447,5-13-,1
3609557,5-,1
8532455,5-,1
8532459,1-,1
8532462,16-4-,1
2464820,12-,1
3846473,14-,1
8532467,5-14-,1
8532468,18-,1
8532469,1-,1
8532472,23-,1
5418785,19-,1
8532480,11-3-,1
8532481,14-,1
8532486,8-,1
5877,8-,1
5878,18-,1
1312701,2-,1
3997434,5-,1
8532496,2-,1
3609736,17-,1
8532501,5-,1
8532520,25-,1
8532529,23-,1
8532534,11-,1
7501336,2-,1
8532538,18-,1
8532543,10-,1
797871,13-,1
151795,9-,1
7708892,22-4-,1
8532550,17-,1
8532556,23-,1
7501364,9-,1
8532564,5-,1
8272648,23-,1
8532573,25-,1
8532593,25-,1
151899,18-,1
985952,20-,1
8532611,17-,1
8532622,14-,1
8532631,22-,1
8532633,18-,1
8532634,9-,1
4276890,18-,1
8532637,22-12-,1
8532655,8-,1
8532660,25-,1
8166353,1-,1
8532669,23-,1
8532680,16-,1
6913845,24-,1
8532686,4-,1
8532699,23-,1
8532702,8-,1
8532704,8-,1
8532730,4-,1
8532731,23-,1
8532743,5-,1
8532749,19-,1
7501676,20-,1
8532750,2-,1
8532752,18-,1
8532784,2-,1
8532787,14-,1
8532788,5-,1
8532789,24-,1
565306,2-,1
8532792,4-,1
8532807,9-,1
8532818,25-,1
8532819,12-,1
8532820,20-,1
8532824,10-,1
8532827,20-,1
8532829,13-,1
8532877,25-,1
8532907,20-,1
8532911,1-,1
8532919,23-,1
8532920,3-,1
8532931,10-,1
8532933,22-,1
8532934,19-,1
8532938,14-,1
8532959,23-,1
8532968,20-,1
8532969,4-,1
8532972,18-,1
8532974,23-,1
8532975,9-,1
8532983,1-,1
8532993,19-,1
8533005,2-,1
8533019,9-,1
8533024,19-,1
1815584,19-,1
8533064,11-25-,1
8533067,20-,1
8533073,18-5-,1
8533079,14-,1
8533083,16-,1
8533093,25-,1
8533094,10-,1
8533101,19-,1
8533105,3-,1
8533117,9-,1
8533119,22-,1
8533129,19-,1
8533154,5-,1
1585117,9-,1
8533168,7-,1
8533183,1-,1
8533188,25-,1
8533192,16-,1
8533200,9-,1
8533206,20-,1
1236478,11-,1
8533225,20-,1
8533228,9-,1
8533230,23-,1
8533243,19-,1
8533244,10-,1
8533256,23-,1
8533260,23-,1
8533267,25-,1
8533270,23-,1
8533273,19-,1
8533278,20-,1
8533295,12-,1
8533309,8-,1
8533346,14-,1
8533349,14-,1
8533386,19-,1
8533397,4-,1
8533407,10-,1
8533414,14-,1
8533420,2-,1
3385758,23-,1
8533423,18-,1
8533439,20-,1
8388458,25-,1
2369625,9-,1
8533461,19-,1
6184251,22-,1
8533492,23-,1
8533517,5-,1
8533523,23-,1
6249783,10-,1
8533530,1-,1
8533533,25-,1
8533535,16-,1
3848551,16-,1
1983677,24-,1
8533555,12-,1
8533558,1-,1
153821,5-,1
153853,25-2-4-,1
8533575,16-,1
8388625,10-5-,1
2465423,2-,1
1054133,8-,1
8533589,9-,1
7581957,16-,1
2419985,2-,1
8533591,13-,1
646478,2-,1
987615,12-,1
8533596,9-,1
8533597,8-,1
8533598,10-,1
8533601,11-,1
8533602,1-,1
7503183,25-,1
8533605,22-,1
8533608,25-,1
8533612,4-,1
7503200,10-,1
7503202,20-,1
8533619,9-,1
8533623,23-,1
8533626,19-,1
8533629,20-,1
8533635,9-10-18-,1
7644527,10-,1
7644528,5-,1
8533646,14-,1
8533650,1-,1
8533657,5-,1
8533658,18-,1
8533660,2-,1
8533677,2-4-,1
8533682,23-,1
8533688,9-14-,1
8533697,4-,1
8533701,23-,1
8533703,23-,1
495468,25-,1
4278504,9-10-5-,1
3138596,22-1-,1
4373834,18-,1
1054273,10-,1
8533714,23-,1
8533716,11-,1
8479625,20-,1
8533728,23-,1
8533729,19-,1
8533736,10-,1
8533742,23-,1
8533744,11-,1
8533746,5-,1
8533754,13-,1
8533755,10-,1
8533758,11-25-20-,1
7503369,11-,1
7503371,2-,1
8533761,23-,1
8533763,2-,1
1816743,24-,1
7503409,11-,1
8533770,20-,1
1868193,3-,1
8521,5-,1
8533783,16-,1
8533786,2-,1
285712,16-,1
8533794,18-,1
8533799,4-,1
8533801,9-,1
8695,4-,1
8735,19-,1
8533811,23-,1
8533816,4-,1
8533818,11-,1
2465494,25-,1
8533837,2-,1
8533838,11-,1
2589798,4-,1
8533843,9-,1
8533847,9-,1
8533848,22-,1
8533850,23-,1
286162,8-13-,1
495558,11-,1
8533853,23-,1
8533855,16-,1
7503572,19-,1
8533865,14-,1
8533867,25-,1
8533898,18-,1
8533914,12-,1
8533920,19-,1
8533923,23-,1
8533931,4-,1
8533964,18-,1
7645276,6-,1
8533969,10-,1
8533971,20-,1
1237248,16-,1
8533989,19-,1
8533996,2-16-,1
8534003,25-,1
8534004,9-,1
7582764,20-,1
1652571,2-,1
8534023,11-,1
8534028,20-,1
8534029,2-,1
8534041,25-,1
8534052,19-,1
8534058,8-,1
7645394,10-,1
8534068,10-,1
4142789,25-,1
1920712,1-20-4-,1
8534074,25-,1
8041372,5-,1
8534091,18-,1
8534095,20-,1
8534108,20-,1
8534113,16-,1
8534116,4-,1
8534119,18-,1
7504061,20-,1
8534121,20-,1
8105168,8-,1
8534125,2-,1
8534136,20-,1
8105227,23-,1
2552694,22-4-,1
8534145,8-,1
8534150,18-,1
8534152,13-,1
8534165,4-,1
8534166,7-,1
8534167,8-,1
8534168,20-,1
8534179,2-,1
8534185,20-,1
4143118,7-,1
8534197,7-,1
7645745,25-16-,1
8534208,14-,1
8534209,14-,1
7504190,4-,1
8534220,20-,1
8534224,11-,1
8534228,11-,1
8041631,2-,1
5035511,12-,1
4000003,25-,1
8389968,14-,1
7504271,2-,1
8221195,20-,1
8221198,20-,1
8534255,3-,1
495762,2-,1
8534265,25-,1
8221211,11-,1
8534272,16-,1
1315187,2-,1
8534281,16-,1
8534290,14-,1
8534293,14-,1
8534295,3-,1
8534297,4-,1
287232,9-,1
8534307,13-,1
8534309,3-,1
8534316,22-,1
8534317,5-,1
8534324,19-,1
8390102,14-,1
7645934,8-,1
8534332,4-,1
8534336,19-,1
8534337,23-,1
8534338,9-,1
7504446,2-,1
8534342,25-,1
8534345,2-,1
8534346,4-,1
8275299,19-,1
4641872,1-16-,1
8534361,9-,1
7504496,11-,1
8390254,10-,1
8534365,16-,1
3102232,13-,1
8534372,18-,1
4500050,25-,1
9952,17-,1
8534375,14-,1
8534376,20-,1
8221428,25-2-,1
8534381,2-,1
7504535,11-,1
568081,20-,1
4579983,5-,1
8534389,2-,1
7504540,11-,1
4579987,13-,1
8534398,11-,1
3067614,9-,1
3614249,14-,1
8534402,20-,1
8480796,25-,1
9975,20-,1
8534403,16-,1
8390416,23-,1
5090527,14-,1
8534409,16-,1
8534410,4-,1
8534412,10-,1
287445,20-,1
8534423,13-,1
8534426,9-,1
8534428,3-,1
8534432,13-,1
8168431,3-,1
647874,12-,1
8534453,20-,1
8534457,2-,1
8275467,9-,1
8534465,2-,1
8534480,5-,1
8534482,2-,1
8534490,22-,1
8534493,18-,1
8275516,13-,1
8534495,18-,1
8534499,5-,1
8534500,5-,1
8105976,5-,1
8534507,22-,1
4279616,18-,1
8534510,18-,1
7714560,10-,1
8534522,10-,1
5594880,10-,1
155957,18-,1
8534528,20-,1
2152487,19-25-,1
8534532,20-,1
8534533,2-,1
8390636,3-,1
8534536,18-5-,1
8534539,3-,1
8534549,1-,1
8534550,4-,1
8534558,18-,1
8534560,16-,1
8534568,22-,1
6425196,10-18-,1
7977607,9-,1
3102476,12-,1
8534578,9-8-,1
8534580,18-3-,1
8534584,20-,1
8534586,10-,1
8534594,3-,1
8534597,23-,1
889295,10-5-,1
5809903,4-,1
8534603,4-,1
411007,1-25-,1
7825952,9-,1
8534612,23-,1
568447,10-,1
8534628,5-,1
8534632,23-,1
8534636,11-25-,1
5642660,23-,1
8534643,2-4-,1
8534648,9-,1
8534652,14-,1
8390920,9-,1
8534654,23-,1
287997,11-,1
8534659,9-,1
8534662,19-25-,1
8534663,4-,1
7917659,25-,1
8534672,2-,1
8534674,23-,1
8534678,14-,1
8534680,23-,1
8534692,5-,1
8534693,18-,1
7505152,25-,1
7505153,20-,1
8391168,25-,1
8534727,13-,1
4881994,12-,1
8534731,3-,1
8534733,6-24-,1
8534734,9-,1
8391204,16-,1
8534737,22-,1
8534739,16-,1
1055208,16-,1
8534742,6-,1
8534751,9-,1
8391251,4-,1
8534757,22-,1
8534758,23-,1
8534759,9-,1
8222249,2-18-,1
8534762,5-,1
8391296,25-,1
7584280,19-,1
8391318,2-,1
7505399,20-,1
8534766,25-,1
8106767,11-3-,1
7646897,23-,1
8534772,18-8-,1
8534782,18-,1
8534783,11-,1
8534784,20-16-,1
8534785,2-16-,1
8534786,20-,1
8534787,2-,1
8534788,1-,1
8534796,3-,1
8534797,20-,1
8534798,20-,1
8534800,19-2-,1
8169035,18-,1
8534802,16-,1
8534805,22-16-,1
8534807,9-,1
1316024,19-,1
4642732,3-,1
8534814,19-,1
7505604,16-,1
8534826,25-,1
7505615,11-,1
8391541,4-,1
8534844,8-,1
8534845,9-,1
8534846,16-,1
8534849,24-,1
8534853,8-,1
7505735,11-,1
4280172,5-,1
8534859,23-,1
8534861,11-13-,1
8534862,16-,1
8534865,13-,1
8534867,5-,1
8481668,20-,1
8534877,14-,1
7505794,20-4-10-,1
8534881,18-14-,1
8534882,23-,1
8534885,2-,1
8391875,16-4-,1
8534891,14-,1
8534892,23-,1
1055368,2-,1
8534913,20-,1
8534915,16-,1
8534921,18-,1
8534930,10-,1
8534931,14-,1
8534938,5-,1
8534943,8-,1
8534945,10-,1
8107467,8-13-,1
8534959,12-,1
8222785,1-,1
648476,13-,1
8534960,23-,1
8534963,3-,1
8534965,9-,1
288975,11-,1
8534970,10-,1
8534976,18-5-,1
7978871,18-,1
4882175,3-,1
4219054,23-,1
8534987,10-,1
8534989,23-,1
8043088,8-,1
1985428,20-,1
8534999,9-,1
8535003,25-,1
8535004,2-,1
8535005,22-1-,1
8535009,16-,1
156864,13-,1
8535010,18-,1
8535013,25-16-,1
8107649,23-,1
8535014,5-,1
1157272,8-,1
8535021,25-,1
8535025,5-3-,1
8535043,12-,1
8535046,4-,1
8535052,20-,1
8535057,25-2-,1
8392226,8-,1
8535062,18-,1
496146,2-,1
8535066,18-5-,1
8107788,10-,1
8535069,18-,1
8535078,20-2-,1
8276869,11-,1
8535082,16-,1
8392326,10-,1
7585138,2-,1
8338146,16-,1
8535097,2-16-,1
8482124,4-,1
8535099,14-,1
8223068,20-,1
7506255,20-,1
8535107,25-,1
8535113,19-,1
8535114,2-,1
7506258,11-,1
8276888,19-,1
8482142,4-,1
8535119,22-,1
8535121,25-,1
8535122,20-,1
8535124,20-,1
8535125,4-,1
8535126,12-16-4-5-,1
8535127,10-23-,1
7506268,25-,1
8535131,3-,1
8223102,9-10-,1
8535137,14-,1
8392579,10-23-,1
7201883,23-,1
8535154,5-,1
7506293,20-2-,1
8535160,13-,1
8535162,8-,1
7506303,25-,1
8535168,11-4-,1
569270,16-,1
8535174,10-23-5-,1
8535180,10-,1
8535185,23-,1
7585229,11-,1
8535186,2-,1
8535188,14-,1
8392843,8-,1
8535190,10-5-,1
8535196,25-20-,1
8392903,12-,1
8535199,2-,1
8535200,11-,1
8392955,5-,1
8535212,16-,1
7585255,11-,1
8535221,10-,1
3924967,25-,1
8535230,1-,1
8535231,2-,1
8535232,11-,1
8535237,11-16-,1
3226568,12-,1
8535243,14-,1
8535252,11-2-,1
8535262,4-,1
8535264,20-,1
8535265,19-25-,1
8393146,10-,1
8535269,10-23-,1
157381,20-,1
8535276,13-,1
8535280,18-,1
8535282,12-4-,1
719818,20-,1
8535289,16-,1
1157791,25-,1
3226604,10-,1
8535292,7-,1
8535293,5-,1
8535294,10-18-23-,1
8535297,22-,1
8535300,13-,1
6963548,20-,1
8535301,18-,1
8535305,2-,1
8535312,10-,1
803658,22-,1
157624,16-,1
8535317,9-,1
8535318,20-4-,1
8535321,4-,1
412592,16-,1
8535323,12-,1
8535326,9-,1
8535334,16-,1
8393302,16-,1
12201,2-,1
8535345,10-,1
8535346,25-,1
1474990,4-,1
8169776,10-,1
7979566,10-,1
8535358,18-5-,1
3617420,18-23-,1
4145997,8-,1
4145998,23-,1
4978627,9-,1
5931425,9-23-,1
5771780,8-,1
8535371,20-,1
8535373,4-,1
8535377,16-,1
8535380,20-,1
8535382,16-,1
8535390,16-,1
3756016,9-,1
8535394,5-3-,1
8535395,23-3-,1
4703519,18-,1
496344,25-,1
8393404,11-,1
8535409,18-,1
8535410,5-,1
8535412,13-,1
8535417,5-,1
8535421,9-,1
8535425,2-,1
8535429,25-,1
8535435,18-,1
7648398,2-16-,1
8535448,5-,1
7506664,4-,1
8535455,11-,1
8535456,4-,1
7506670,25-,1
7506674,25-,1
3140669,23-,1
8535462,5-,1
8535463,18-14-,1
2592311,19-,1
1587705,4-,1
3925638,4-,1
8535473,11-4-,1
8535474,2-,1
8535475,10-,1
8393780,14-,1
8535477,10-14-,1
8535483,13-,1
8223704,19-,1
8535485,11-20-,1
7648470,4-,1
8535494,1-,1
8535497,25-,1
8535500,14-,1
8535502,16-,1
8535505,25-20-,1
8393889,16-,1
8535509,9-23-,1
8535515,22-,1
8535516,19-,1
158741,2-,1
8535519,14-,1
8535525,23-,1
8535531,2-16-,1
291276,9-,1
8535541,25-16-,1
4379345,19-,1
7585864,20-,1
8535543,11-,1
8535544,18-,1
8535546,20-,1
8535547,9-,1
8394095,9-,1
8394096,7-,1
8535555,2-,1
8482893,20-,1
7506836,16-4-,1
8535559,5-,1
8535563,16-,1
8535564,14-,1
7506854,3-,1
8223829,20-,1
7506873,4-,1
1055916,9-3-,1
8535573,11-13-,1
8535576,20-,1
7585923,11-,1
8535580,22-,1
8535583,20-7-,1
8535586,23-,1
8535587,14-,1
4281167,12-,1
3853201,3-,1
8535590,18-,1
7506909,20-,1
8535592,9-,1
8535595,2-,1
8223862,25-,1
2272694,19-,1
13119,25-,1
1986634,23-,1
8535599,11-16-,1
5092889,5-,1
1055931,9-,1
8223872,25-,1
2979269,5-,1
158856,6-,1
8535617,20-,1
8043859,3-,1
7506959,11-,1
8223908,2-,1
8535623,25-,1
8394616,25-,1
8277371,2-4-,1
8535624,18-,1
7506981,3-,1
4502703,9-18-,1
158930,25-,1
8394688,13-,1
8535633,23-13-,1
4582073,18-,1
8535651,14-,1
7586059,20-,1
8535657,11-,1
8535660,18-,1
8535665,14-,1
3618393,14-,1
7586070,4-,1
4281268,20-,1
8535673,18-,1
8339072,18-,1
8535691,9-8-,1
8535692,9-,1
8535693,13-,1
8535694,1-,1
8535695,1-,1
2913901,10-,1
8535703,1-,1
7919688,9-5-13-,1
7719490,18-,1
1056014,9-,1
8535715,4-,1
7586208,13-,1
8108925,9-8-,1
8535724,4-,1
2979488,16-,1
5310483,11-,1
8535735,10-18-,1
1159307,10-,1
1056042,5-,1
8535749,25-,1
8535752,23-,1
8535753,9-10-,1
8535755,22-1-,1
4967467,9-3-,1
8535760,14-,1
5262927,18-,1
8535764,2-,1
8535765,12-,1
8109054,18-,1
7829449,9-8-,1
8535769,10-,1
8535772,5-,1
3756858,1-25-23-,1
159294,23-,1
